trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
878,False,"{'a': 0.6, 'e': 0.41543077175087034}",25,0,-34.01902027265104,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
879,False,"{'a': 0.6, 'e': 0.41501534097911946}",20,14,8.818046646099202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.6, 'e': 0.41460032563814037}",20,12,-5.282553412944062,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
881,False,"{'a': 0.6, 'e': 0.4141857253125022}",20,13,0.8383665766302602,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
882,False,"{'a': 0.6, 'e': 0.4137715395871897}",20,6,-51.673613591386676,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
883,False,"{'a': 0.6, 'e': 0.4133577680476025}",30,21,8.105099139111303,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.6, 'e': 0.4129444102795549}",25,0,-50.21891926086411,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
885,False,"{'a': 0.6, 'e': 0.41253146586927536}",30,14,-11.3634945455619,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
886,False,"{'a': 0.6, 'e': 0.4121189344034061}",25,0,-29.93918890994131,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
887,False,"{'a': 0.6, 'e': 0.4117068154690027}",25,0,-87.54072943981573,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
888,False,"{'a': 0.6, 'e': 0.4112951086535337}",20,0,-32.26435743568798,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
889,False,"{'a': 0.6, 'e': 0.4108838135448801}",25,14,-87.24124269823018,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
890,False,"{'a': 0.6, 'e': 0.41047292973133526}",30,22,3.73433203935022,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
891,False,"{'a': 0.6, 'e': 0.4100624568016039}",20,6,9.97402232665548,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
892,False,"{'a': 0.6, 'e': 0.40965239434480233}",20,5,-33.17264798566154,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
893,False,"{'a': 0.6, 'e': 0.4092427419504575}",20,0,-38.97140057209535,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
894,False,"{'a': 0.6, 'e': 0.40883349920850703}",20,9,-3.8801979542848835,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
895,False,"{'a': 0.6, 'e': 0.40842466570929853}",20,12,14.506424606360032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.6, 'e': 0.40801624104358925}",25,0,-56.9309018848532,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
897,False,"{'a': 0.6, 'e': 0.40760822480254566}",20,0,10.302550065113275,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
898,False,"{'a': 0.6, 'e': 0.4072006165777431}",20,14,7.585026366094894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.6, 'e': 0.40679341596116536}",30,12,-63.001266348408954,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
900,False,"{'a': 0.6, 'e': 0.4063866225452042}",20,16,6.611053814412478,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.6, 'e': 0.405980235922659}",20,16,9.192709605366193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.6, 'e': 0.40557425568673633}",20,4,-33.43720964030033,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
903,False,"{'a': 0.6, 'e': 0.4051686814310496}",25,14,-1.8978557774428904,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
904,False,"{'a': 0.6, 'e': 0.4047635127496186}",20,10,-9.06832558641142,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
905,False,"{'a': 0.6, 'e': 0.40435874923686893}",25,7,7.606954116333117,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
906,False,"{'a': 0.6, 'e': 0.40395439048763204}",20,8,-13.279288917078414,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
907,False,"{'a': 0.6, 'e': 0.4035504360971444}",20,8,14.69917369723293,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.6, 'e': 0.4031468856610473}",25,14,-35.276703156725084,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
909,False,"{'a': 0.6, 'e': 0.4027437387753862}",25,6,1.353204015365541,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
910,False,"{'a': 0.6, 'e': 0.40234099503661086}",20,13,14.913365662076892,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.6, 'e': 0.40193865404157425}",30,14,-20.162641130206456,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
912,False,"{'a': 0.6, 'e': 0.40153671538753266}",20,11,-39.770538008932895,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
913,False,"{'a': 0.6, 'e': 0.40113517867214515}",25,1,-21.335855596945724,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
914,False,"{'a': 0.6, 'e': 0.40073404349347297}",30,6,-4.09826707217431,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
915,False,"{'a': 0.6, 'e': 0.4003333094499795}",25,20,10.164510314408826,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.6, 'e': 0.39993297614052953}",20,8,11.032085080377437,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
917,False,"{'a': 0.6, 'e': 0.39953304316438903}",20,13,11.56901568337507,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.6, 'e': 0.3991335101212246}",20,0,-32.74985016332668,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
919,False,"{'a': 0.6, 'e': 0.3987343766111034}",20,8,-32.777524350912515,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
