trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
103,False,"{'a': 0.01, 'e': 0.902080484144017}",20,6,-60.86814718510779,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
104,False,"{'a': 0.01, 'e': 0.901178403659873}",25,7,-79.65372820362448,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.9002772252562131}",20,4,-139.51612003930197,"{0: 6, 1: 2, 2: 6, 3: 0, 4: 2}",1
106,False,"{'a': 0.01, 'e': 0.8993769480309569}",25,0,-41.54428465228991,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.8984775710829259}",20,0,-200.27744262760123,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
108,False,"{'a': 0.01, 'e': 0.8975790935118431}",30,0,-82.87787021643128,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
109,False,"{'a': 0.01, 'e': 0.8966815144183312}",20,4,-17.367633941331476,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.8957848329039129}",20,9,-86.83147925958745,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 2}",1
111,False,"{'a': 0.01, 'e': 0.894889048071009}",25,0,-141.86146516807958,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
112,False,"{'a': 0.01, 'e': 0.8939941590229379}",20,9,6.6579529859254,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.893100164863915}",20,0,-60.779578531906104,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
114,False,"{'a': 0.01, 'e': 0.8922070646990511}",25,0,-148.1014351328038,"{0: 10, 1: 5, 2: 8, 3: 1, 4: 1}",0
115,False,"{'a': 0.01, 'e': 0.891314857634352}",35,0,-153.2374006052939,"{0: 22, 1: 4, 2: 6, 3: 1, 4: 2}",0
116,False,"{'a': 0.01, 'e': 0.8904235427767176}",30,0,-185.02655902622968,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
117,False,"{'a': 0.01, 'e': 0.889533119233941}",25,0,-57.36671270612847,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.8886435861147071}",30,0,-146.19468234022804,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
119,False,"{'a': 0.01, 'e': 0.8877549425285923}",20,0,-150.51394273948713,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
120,False,"{'a': 0.01, 'e': 0.8868671875860638}",20,0,-108.30945870463135,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
121,False,"{'a': 0.01, 'e': 0.8859803203984776}",25,0,-17.995442865989155,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
122,False,"{'a': 0.01, 'e': 0.8850943400780792}",20,0,-68.81358762400069,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
123,False,"{'a': 0.01, 'e': 0.8842092457380011}",30,0,-86.7559724482832,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.8833250364922631}",25,14,-10.439235295442838,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.8824417114557708}",20,0,5.164311656776994,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
126,False,"{'a': 0.01, 'e': 0.8815592697443151}",20,0,-105.69818132921203,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
127,False,"{'a': 0.01, 'e': 0.8806777104745708}",30,0,-103.92021013437102,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
128,False,"{'a': 0.01, 'e': 0.8797970327640962}",20,0,-64.12086449103407,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
129,False,"{'a': 0.01, 'e': 0.8789172357313321}",25,0,-143.39167056922537,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
130,False,"{'a': 0.01, 'e': 0.8780383184956008}",20,0,-63.257876593149426,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
131,False,"{'a': 0.01, 'e': 0.8771602801771051}",20,0,-134.5410297728881,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
132,False,"{'a': 0.01, 'e': 0.8762831198969281}",25,0,-116.27802144769005,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
133,False,"{'a': 0.01, 'e': 0.8754068367770311}",20,0,-72.93913804509897,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
134,False,"{'a': 0.01, 'e': 0.8745314299402541}",20,0,-83.02255973141979,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
135,False,"{'a': 0.01, 'e': 0.8736568985103138}",20,0,-7.470810155892741,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
136,False,"{'a': 0.01, 'e': 0.8727832416118035}",30,0,-180.2285555062132,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 4}",0
137,False,"{'a': 0.01, 'e': 0.8719104583701917}",35,0,-126.47183618472789,"{0: 22, 1: 4, 2: 6, 3: 2, 4: 1}",0
138,False,"{'a': 0.01, 'e': 0.8710385479118216}",20,0,-109.89339751918237,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
139,False,"{'a': 0.01, 'e': 0.8701675093639096}",25,0,-91.02780346112829,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
140,False,"{'a': 0.01, 'e': 0.8692973418545458}",25,0,-100.08590569328292,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
141,False,"{'a': 0.01, 'e': 0.8684280445126912}",20,0,-105.79693261679479,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
142,False,"{'a': 0.01, 'e': 0.8675596164681786}",20,0,-62.49743536306295,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
143,False,"{'a': 0.01, 'e': 0.8666920568517104}",25,2,-141.1970498229005,"{0: 12, 1: 3, 2: 6, 3: 0, 4: 2}",1
144,False,"{'a': 0.01, 'e': 0.8658253647948586}",25,0,-123.81866338023768,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
145,False,"{'a': 0.01, 'e': 0.8649595394300638}",25,0,-120.77047927582602,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
146,False,"{'a': 0.01, 'e': 0.8640945798906338}",25,7,-72.42141029072147,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.8632304853107431}",25,0,-185.22505470677544,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
148,False,"{'a': 0.01, 'e': 0.8623672548254323}",25,13,-49.00200471587645,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
149,False,"{'a': 0.01, 'e': 0.861504887570607}",20,7,-51.44551699579135,"{0: 7, 1: 1, 2: 4, 3: 1, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.8606433826830363}",25,7,-129.58054462932415,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 3}",1
151,False,"{'a': 0.01, 'e': 0.8597827393003533}",20,0,-45.46099533212896,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
152,False,"{'a': 0.01, 'e': 0.8589229565610529}",35,6,-103.61538795830698,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.8580640336044919}",25,12,-38.447691884685085,"{0: 7, 1: 4, 2: 1, 3: 1, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.8572059695708873}",30,16,-38.069758573115855,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 1}",1
155,False,"{'a': 0.01, 'e': 0.8563487636013165}",20,0,-43.581652002583866,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
156,False,"{'a': 0.01, 'e': 0.8554924148377152}",30,0,-112.56785389970769,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",1
157,False,"{'a': 0.01, 'e': 0.8546369224228775}",35,0,-74.91444328148081,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",0
